# SOP2 Instructions
26	S_NOR_B32	Bitwise NOR. D = ~(S0 | S1); SCC = (D != 0).
27	S_NOR_B64	Bitwise NOR. D = ~(S0 | S1); SCC = (D != 0).
28	S_XNOR_B32	Bitwise XNOR. D = ~(S0 ^ S1); SCC = (D != 0).
29	S_XNOR_B64	Bitwise XNOR. D = ~(S0 ^ S1); SCC = (D != 0).
30	S_LSHL_B32	Logical shift left. D.u = S0.u << S1.u[4:0]; SCC = (D.u != 0).
31	S_LSHL_B64	Logical shift left. D.u64 = S0.u64 << S1.u[5:0]; SCC = (D.u64 != 0).
32	S_LSHR_B32	Logical shift right. D.u = S0.u >> S1.u[4:0]; SCC = (D.u != 0).
33	S_LSHR_B64	Logical shift right. D.u64 = S0.u64 >> S1.u[5:0]; SCC = (D.u64 != 0).
34	S_ASHR_I32	Arithmetic shift right (preserve sign bit). D.i = signext(S0.i) >> S1.u[4:0]; SCC = (D.i != 0).
35	S_ASHR_I64	Arithmetic shift right (preserve sign bit). D.i64 = signext(S0.i64) >> S1.u[5:0]; SCC = (D.i64 != 0).
36	S_BFM_B32	Bitfield mask. D.u = ((1 << S0.u[4:0]) - 1) << S1.u[4:0].
37	S_BFM_B64	Bitfield mask. D.u64 = ((1ULL << S0.u[5:0]) - 1) << S1.u[5:0].
38	S_MUL_I32	Multiply two signed integers. D.i = S0.i * S1.i.
39	S_BFE_U32	Bit field extract.  S0 is Data, S1[4:0] is field offset, S1[22:16] is field width. D.u = (S0.u >> S1.u[4:0]) & ((1 << S1.u[22:16]) - 1); SCC = (D.u != 0).
40	S_BFE_I32	Bit field extract.  S0 is Data, S1[4:0] is field offset, S1[22:16] is field width. D.i = signext((S0.i >> S1.u[4:0]) & ((1 << S1.u[22:16]) - 1)); SCC = (D.i != 0).
41	S_BFE_U64	Bit field extract.  S0 is Data, S1[5:0] is field offset, S1[22:16] is field width. D.u64 = (S0.u64 >> S1.u[5:0]) & ((1 << S1.u[22:16]) - 1); SCC = (D.u64 != 0).
42	S_BFE_I64	Bit field extract.  S0 is Data, S1[5:0] is field offset, S1[22:16] is field width. D.i64 = signext((S0.i64 >> S1.u[5:0]) & ((1 << S1.u[22:16]) - 1)); SCC = (D.i64 != 0).
44	S_ABSDIFF_I32	Compute the absolute value of difference between two values. D.i = S0.i - S1.i; if(D.i < 0) then D.i = -D.i; endif; SCC = (D.i != 0). Functional examples: S_ABSDIFF_I32(0x00000002, 0x00000005) => 0x00000003 S_ABSDIFF_I32(0xffffffff, 0x00000000) => 0x00000001 S_ABSDIFF_I32(0x80000000, 0x00000000) => 0x80000000// Note: result is negative! S_ABSDIFF_I32(0x80000000, 0x00000001) => 0x7fffffff S_ABSDIFF_I32(0x80000000, 0xffffffff) => 0x7fffffff S_ABSDIFF_I32(0x80000000, 0xfffffffe) => 0x7ffffffe
46	S_LSHL1_ADD_U32	Logical shift left by 1 bit and then add. D.u = (S0.u << N) + S1.u; // N is the shift value in the opcode SCC = (((S0.u << N) + S1.u) >= 0x100000000ULL ? 1 : 0). // unsigned overflow.
47	S_LSHL2_ADD_U32	Logical shift left by 2 bits and then add. D.u = (S0.u << N) + S1.u; // N is the shift value in the opcode SCC = (((S0.u << N) + S1.u) >= 0x100000000ULL ? 1 : 0). // unsigned overflow.
48	S_LSHL3_ADD_U32	Logical shift left by 3 bits and then add. D.u = (S0.u << N) + S1.u; // N is the shift value in the opcode SCC = (((S0.u << N) + S1.u) >= 0x100000000ULL ? 1 : 0). // unsigned overflow.
49	S_LSHL4_ADD_U32	Logical shift left by 4 bits and then add. D.u = (S0.u << N) + S1.u; // N is the shift value in the opcode SCC = (((S0.u << N) + S1.u) >= 0x100000000ULL ? 1 : 0). // unsigned overflow.
50	S_PACK_LL_B32_B16	Pack two short values into the destination. D.u[31:0] = { S1.u[15:0], S0.u[15:0] }.
51	S_PACK_LH_B32_B16	Pack two short values into the destination. D.u[31:0] = { S1.u[31:16], S0.u[15:0] }.
52	S_PACK_HH_B32_B16	Pack two short values into the destination. D.u[31:0] = { S1.u[31:16], S0.u[31:16] }.
53	S_MUL_HI_U32	Multiple two unsigned integers and store the high 32 bits. D.u = (S0.u * S1.u) >> 32.
54	S_MUL_HI_I32	Multiple two signed integers and store the high 32 bits. D.i = (S0.i * S1.i) >> 32.

# SOPK Instructions
0	S_MOVK_I32	Sign extension from a 16-bit constant. D.i32 = signext(SIMM16[15:0]).
1	S_VERSION	Do nothing.  Argument is ignored by hardware.  This opcode is not designed for inserting wait states as it is possible the next instruction will issue in the same cycle.  Do not use this opcode to resolve wait state hazards, use S_NOP instead. This opcode is used to specify the microcode version for tools that interpret shader microcode; it may also be used to validate microcode is running with the correct compatibility settings in drivers and functional models that support multiple generations. We strongly encourage this opcode be included at the top of every shader block to simplify debug and catch configuration errors. This opcode must appear in the first 16 bytes of a block of shader code in order to be recognized by external tools and functional models. Avoid placing opcodes > 32 bits or encodings that are not available in all versions of the microcode before the S_VERSION opcode. If this opcode is absent then tools are allowed to make a 'best guess' of the microcode version using cues from the environment; the guess may be incorrect and lead to an invalid decode. It is highly recommended that this be the FIRST opcode of a shader block except for trap handlers, where it should be the SECOND opcode (allowing the first opcode to be a 32-bit branch to accommodate context switch). SIMM16[7:0] specifies the microcode version. SIMM16[15:8] must be set to zero.
2	S_CMOVK_I32	Conditional move with sign extension. if(SCC) D.i32 = signext(SIMM16[15:0]); endif.
3	S_CMPK_EQ_I32	SCC = (S0.i32 == signext(SIMM16[15:0])).
4	S_CMPK_LG_I32	SCC = (S0.i32 != signext(SIMM16[15:0])).
5	S_CMPK_GT_I32	SCC = (S0.i32 > signext(SIMM16[15:0])).
6	S_CMPK_GE_I32	SCC = (S0.i32 >= signext(SIMM16[15:0])).
7	S_CMPK_LT_I32	SCC = (S0.i32 < signext(SIMM16[15:0])).
8	S_CMPK_LE_I32	SCC = (S0.i32 <= signext(SIMM16[15:0])).
9	S_CMPK_EQ_U32	SCC = (S0.u32 == SIMM16[15:0]).
10	S_CMPK_LG_U32	SCC = (S0.u32 != SIMM16[15:0]).
11	S_CMPK_GT_U32	SCC = (S0.u32 > SIMM16[15:0]).
12	S_CMPK_GE_U32	SCC = (S0.u32 >= SIMM16[15:0]).
13	S_CMPK_LT_U32	SCC = (S0.u32 < SIMM16[15:0]).
14	S_CMPK_LE_U32	SCC = (S0.u32 <= SIMM16[15:0]).
15	S_ADDK_I32	Add a 16-bit signed constant to the destination. int32 tmp = D.i32; // save value so we can check sign bits for overflow later. D.i32 = D.i32 + signext(SIMM16[15:0]); SCC = (tmp[31] == SIMM16[15] && tmp[31] != D.i32[31]). // signed overflow.
16	S_MULK_I32	Multiply a 16-bit signed constant with the destination. D.i32 = D.i32 * signext(SIMM16[15:0]).
18	S_GETREG_B32	Read some or all of a hardware register into the LSBs of D. SIMM16 = {size[4:0], offset[4:0], hwRegId[5:0]}; offset is 0..31, size is 1..32. uint32 offset = SIMM16[10:6]; uint32 size = SIMM16[15:11]; uint32 id = SIMM16[5:0]; D.u32 = hardware_reg[id][offset+size-1:offset].
19	S_SETREG_B32	Write some or all of the LSBs of S0 into a hardware register. SIMM16 = {size[4:0], offset[4:0], hwRegId[5:0]}; offset is 0..31, size is 1..32. hardware-reg = S0.u.
21	S_SETREG_IMM32_B32	Write some or all of the LSBs of IMM32 into a hardware register; this instruction requires a 32-bit literal constant. SIMM16 = {size[4:0], offset[4:0], hwRegId[5:0]}; offset is 0..31, size is 1..32. hardware-reg = LITERAL.
22	S_CALL_B64	Implements a short call, where the return address (the next instruction after the S_CALL_B64) is saved to D.  Long calls should consider S_SWAPPC_B64 instead. D.u64 = PC + 4; PC = PC + signext(SIMM16 * 4) + 4.
23	S_WAITCNT_VSCNT	Wait for the counts of outstanding vector store events -- vector memory stores and atomics that DO NOT return data -- to be at or below the specified level.  This counter is not used in 'all-in-order' mode. Waits for the following condition to hold before continuing: vscnt <= S0.u[5:0] + S1.u[5:0]. // Comparison is 6 bits, no clamping is applied for add overflow To wait on a literal constant only, write 'null' for the GPR argument. See also S_WAITCNT.
24	S_WAITCNT_VMCNT	Wait for the counts of outstanding vector memory events -- everything except for memory stores and atomics-without-return -- to be at or below the specified level.  When in 'all-in-order' mode, wait for all vector memory events. Waits for the following condition to hold before continuing: vmcnt <= S0.u[5:0] + S1.u[5:0]. // Comparison is 6 bits, no clamping is applied for add overflow To wait on a literal constant only, write 'null' for the GPR argument or use S_WAITCNT. See also S_WAITCNT.
25	S_WAITCNT_EXPCNT	Waits for the following condition to hold before continuing: expcnt <= S0.u[2:0] + S1.u[2:0]. // Comparison is 3 bits, no clamping is applied for add overflow To wait on a literal constant only, write 'null' for the GPR argument or use S_WAITCNT. See also S_WAITCNT.
26	S_WAITCNT_LGKMCNT	Waits for the following condition to hold before continuing: lgkmcnt <= S0.u[5:0] + S1.u[5:0]. // Comparison is 6 bits, no clamping is applied for add overflow To wait on a literal constant only, write 'null' for the GPR argument or use S_WAITCNT. See also S_WAITCNT.
27	S_SUBVECTOR_LOOP_BEGIN	Begin execution of a subvector block of code. See also S_SUBVECTOR_LOOP_END. if(EXEC[63:0] == 0) // no passes, skip entire loop jump LABEL elif(EXEC_LO == 0) // execute high pass only D0 = EXEC_LO else // execute low pass first, either running both passes or running low pass only D0 = EXEC_HI EXEC_HI = 0 endif. Example: s_subvector_loop_begin s0, SKIP_ALL LOOP_START: // instructions // ... LOOP_END: s_subvector_loop_end s0, LOOP_START SKIP_ALL: This opcode is intended to be used in conjunction with S_SUBVECTOR_LOOP_END but there is no dedicated subvector state and internally it is equivalent to an S_CBRANCH with extra math. This opcode has well-defined semantics in wave32 mode but the author of this document is not aware of any practical wave32 programming scenario where it would make sense to use this opcode.
28	S_SUBVECTOR_LOOP_END	End execution of a subvector block of code. See also S_SUBVECTOR_LOOP_START. if(EXEC_HI != 0) EXEC_LO = D0 elif(S0 == 0) // done: executed low pass and skip high pass nop else // execute second pass of two-pass mode EXEC_HI = D0 D0 = EXEC_LO EXEC_LO = 0 jump LABEL endif. This opcode is intended to be used in conjunction with S_SUBVECTOR_LOOP_BEGIN but there is no dedicated subvector state and internally it is equivalent to an S_CBRANCH with extra math. This opcode has well-defined semantics in wave32 mode but the author of this document is not aware of any practical wave32 programming scenario where it would make sense to use this opcode.

# SOP1 Instructions
3	S_MOV_B32	Move data to an SGPR. D.u = S0.u.
4	S_MOV_B64	Move data to an SGPR. D.u64 = S0.u64.
5	S_CMOV_B32	Conditionally move data to an SGPR when scalar condition code is true. if(SCC) then D.u = S0.u; endif.
6	S_CMOV_B64	Conditionally move data to an SGPR when scalar condition code is true. if(SCC) then D.u64 = S0.u64; endif.
7	S_NOT_B32	Bitwise negation. D = ~S0; SCC = (D != 0).
8	S_NOT_B64	Bitwise negation. D = ~S0; SCC = (D != 0).
9	S_WQM_B32	Computes whole quad mode for an active/valid mask.  If any pixel in a quad is active, all pixels of the quad are marked active. for i in 0 ... opcode_size_in_bits - 1 do D[i] = (S0[(i & ~3):(i | 3)] != 0); endfor; SCC = (D != 0).
10	S_WQM_B64	Computes whole quad mode for an active/valid mask.  If any pixel in a quad is active, all pixels of the quad are marked active. for i in 0 ... opcode_size_in_bits - 1 do D[i] = (S0[(i & ~3):(i | 3)] != 0); endfor; SCC = (D != 0).
11	S_BREV_B32	Reverse bits. D.u[31:0] = S0.u[0:31].
12	S_BREV_B64	Reverse bits. D.u64[63:0] = S0.u64[0:63].
13	S_BCNT0_I32_B32	Count number of bits that are zero. D = 0; for i in 0 ... opcode_size_in_bits - 1 do D += (S0[i] == 0 ? 1 : 0) endfor; SCC = (D != 0). Functional examples: S_BCNT0_I32_B32(0x00000000) => 32 S_BCNT0_I32_B32(0xcccccccc) => 16 S_BCNT0_I32_B32(0xffffffff) => 0
14	S_BCNT0_I32_B64	Count number of bits that are zero. D = 0; for i in 0 ... opcode_size_in_bits - 1 do D += (S0[i] == 0 ? 1 : 0) endfor; SCC = (D != 0). Functional examples: S_BCNT0_I32_B32(0x00000000) => 32 S_BCNT0_I32_B32(0xcccccccc) => 16 S_BCNT0_I32_B32(0xffffffff) => 0
15	S_BCNT1_I32_B32	Count number of bits that are one. D = 0; for i in 0 ... opcode_size_in_bits - 1 do D += (S0[i] == 1 ? 1 : 0) endfor; SCC = (D != 0). Functional examples: S_BCNT1_I32_B32(0x00000000) => 0 S_BCNT1_I32_B32(0xcccccccc) => 16 S_BCNT1_I32_B32(0xffffffff) => 32
16	S_BCNT1_I32_B64	Count number of bits that are one. D = 0; for i in 0 ... opcode_size_in_bits - 1 do D += (S0[i] == 1 ? 1 : 0) endfor; SCC = (D != 0). Functional examples: S_BCNT1_I32_B32(0x00000000) => 0 S_BCNT1_I32_B32(0xcccccccc) => 16 S_BCNT1_I32_B32(0xffffffff) => 32
17	S_FF0_I32_B32	Returns the bit position of the first zero from the LSB (least significant bit), or -1 if there are no zeros. D.i = -1; // Set if no zeros are found for i in 0 ... opcode_size_in_bits - 1 do // Search from LSB if S0[i] == 0 then D.i = i; break for; endif; endfor. Functional examples: S_FF0_I32_B32(0xaaaaaaaa) => 0 S_FF0_I32_B32(0x55555555) => 1 S_FF0_I32_B32(0x00000000) => 0 S_FF0_I32_B32(0xffffffff) => 0xffffffff S_FF0_I32_B32(0xfffeffff) => 16
18	S_FF0_I32_B64	Returns the bit position of the first zero from the LSB (least significant bit), or -1 if there are no zeros. D.i = -1; // Set if no zeros are found for i in 0 ... opcode_size_in_bits - 1 do // Search from LSB if S0[i] == 0 then D.i = i; break for; endif; endfor. Functional examples: S_FF0_I32_B32(0xaaaaaaaa) => 0 S_FF0_I32_B32(0x55555555) => 1 S_FF0_I32_B32(0x00000000) => 0 S_FF0_I32_B32(0xffffffff) => 0xffffffff S_FF0_I32_B32(0xfffeffff) => 16
19	S_FF1_I32_B32	Returns the bit position of the first one from the LSB (least significant bit), or -1 if there are no ones. D.i = -1; // Set if no ones are found for i in 0 ... opcode_size_in_bits - 1 do // Search from LSB if S0[i] == 1 then D.i = i; break for; endif; endfor. Functional examples: S_FF1_I32_B32(0xaaaaaaaa) => 1 S_FF1_I32_B32(0x55555555) => 0 S_FF1_I32_B32(0x00000000) => 0xffffffff S_FF1_I32_B32(0xffffffff) => 0 S_FF1_I32_B32(0x00010000) => 16
20	S_FF1_I32_B64	Returns the bit position of the first one from the LSB (least significant bit), or -1 if there are no ones. D.i = -1; // Set if no ones are found for i in 0 ... opcode_size_in_bits - 1 do // Search from LSB if S0[i] == 1 then D.i = i; break for; endif; endfor. Functional examples: S_FF1_I32_B32(0xaaaaaaaa) => 1 S_FF1_I32_B32(0x55555555) => 0 S_FF1_I32_B32(0x00000000) => 0xffffffff S_FF1_I32_B32(0xffffffff) => 0 S_FF1_I32_B32(0x00010000) => 16
21	S_FLBIT_I32_B32	Counts how many zeros before the first one starting from the MSB (most significant bit).  Returns -1 if there are no ones. D.i = -1; // Set if no ones are found for i in 0 ... opcode_size_in_bits - 1 do // Note: search is from the MSB if S0[opcode_size_in_bits - 1 - i] == 1 then D.i = i; break for; endif; endfor. Functional examples: S_FLBIT_I32_B32(0x00000000) => 0xffffffff S_FLBIT_I32_B32(0x0000cccc) => 16 S_FLBIT_I32_B32(0xffff3333) => 0 S_FLBIT_I32_B32(0x7fffffff) => 1 S_FLBIT_I32_B32(0x80000000) => 0 S_FLBIT_I32_B32(0xffffffff) => 0
22	S_FLBIT_I32_B64	Counts how many zeros before the first one starting from the MSB (most significant bit).  Returns -1 if there are no ones. D.i = -1; // Set if no ones are found for i in 0 ... opcode_size_in_bits - 1 do // Note: search is from the MSB if S0[opcode_size_in_bits - 1 - i] == 1 then D.i = i; break for; endif; endfor. Functional examples: S_FLBIT_I32_B32(0x00000000) => 0xffffffff S_FLBIT_I32_B32(0x0000cccc) => 16 S_FLBIT_I32_B32(0xffff3333) => 0 S_FLBIT_I32_B32(0x7fffffff) => 1 S_FLBIT_I32_B32(0x80000000) => 0 S_FLBIT_I32_B32(0xffffffff) => 0
23	S_FLBIT_I32	Counts how many bits in a row (from MSB to LSB) are the same as the sign bit.  Returns -1 if all bits are the same. D.i = -1; // Set if all bits are the same for i in 1 ... opcode_size_in_bits - 1 do // Note: search is from the MSB if S0[opcode_size_in_bits - 1 - i] != S0[opcode_size_in_bits - 1] then D.i = i; break for; endif; endfor. Functional examples: S_FLBIT_I32(0x00000000) => 0xffffffff S_FLBIT_I32(0x0000cccc) => 16 S_FLBIT_I32(0xffff3333) => 16 S_FLBIT_I32(0x7fffffff) => 1 S_FLBIT_I32(0x80000000) => 1 S_FLBIT_I32(0xffffffff) => 0xffffffff
24	S_FLBIT_I32_I64	Counts how many bits in a row (from MSB to LSB) are the same as the sign bit.  Returns -1 if all bits are the same. D.i = -1; // Set if all bits are the same for i in 1 ... opcode_size_in_bits - 1 do // Note: search is from the MSB if S0[opcode_size_in_bits - 1 - i] != S0[opcode_size_in_bits - 1] then D.i = i; break for; endif; endfor. Functional examples: S_FLBIT_I32(0x00000000) => 0xffffffff S_FLBIT_I32(0x0000cccc) => 16 S_FLBIT_I32(0xffff3333) => 16 S_FLBIT_I32(0x7fffffff) => 1 S_FLBIT_I32(0x80000000) => 1 S_FLBIT_I32(0xffffffff) => 0xffffffff
25	S_SEXT_I32_I8	Sign extension of a signed byte. D.i = signext(S0.i[7:0]).
26	S_SEXT_I32_I16	Sign extension of a signed short. D.i = signext(S0.i[15:0]).
27	S_BITSET0_B32	Set a specific bit to zero. D.u[S0.u[4:0]] = 0.
28	S_BITSET0_B64	Set a specific bit to zero. D.u64[S0.u[5:0]] = 0.
29	S_BITSET1_B32	Set a specific bit to one. D.u[S0.u[4:0]] = 1.
30	S_BITSET1_B64	Set a specific bit to one. D.u64[S0.u[5:0]] = 1.
31	S_GETPC_B64	Save current program location.  Destination receives the byte address of the next instruction. D.u64 = PC + 4.
32	S_SETPC_B64	Jump to a new location.  S0.u64 is a byte address of the instruction to jump to. PC = S0.u64.
33	S_SWAPPC_B64	Save current program location and jump to a new location. S0.u64 is a byte address of the instruction to jump to. Destination receives the byte address of the instruction immediately following the SWAPPC instruction. D.u64 = PC + 4; PC = S0.u64.
34	S_RFE_B64	Return from exception handler and continue.  This instruction may only be used within a trap handler. PRIV = 0; PC = S0.u64.
36	S_AND_SAVEEXEC_B64	Bitwise AND with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = S0.u64 & EXEC; SCC = (EXEC != 0).
37	S_OR_SAVEEXEC_B64	Bitwise OR with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = S0.u64 | EXEC; SCC = (EXEC != 0).
38	S_XOR_SAVEEXEC_B64	Bitwise XOR with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = S0.u64 ^ EXEC; SCC = (EXEC != 0).
39	S_ANDN2_SAVEEXEC_B64	Bitwise ANDN2 with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = S0.u64 & ~EXEC; SCC = (EXEC != 0).
40	S_ORN2_SAVEEXEC_B64	Bitwise ORN2 with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = S0.u64 | ~EXEC; SCC = (EXEC != 0).
41	S_NAND_SAVEEXEC_B64	Bitwise NAND with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = ~(S0.u64 & EXEC); SCC = (EXEC != 0).
42	S_NOR_SAVEEXEC_B64	Bitwise NOR with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = ~(S0.u64 | EXEC); SCC = (EXEC != 0).
43	S_XNOR_SAVEEXEC_B64	Bitwise XNOR with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = ~(S0.u64 ^ EXEC); SCC = (EXEC != 0).
44	S_QUADMASK_B32	Reduce a pixel mask to a quad mask.  To perform the inverse operation see S_BITREPLICATE_B64_B32. D = 0; for i in 0 ... (opcode_size_in_bits / 4) - 1 do D[i] = (S0[i * 4 + 3:i * 4] != 0); endfor; SCC = (D != 0).
45	S_QUADMASK_B64	Reduce a pixel mask to a quad mask.  To perform the inverse operation see S_BITREPLICATE_B64_B32. D = 0; for i in 0 ... (opcode_size_in_bits / 4) - 1 do D[i] = (S0[i * 4 + 3:i * 4] != 0); endfor; SCC = (D != 0).
46	S_MOVRELS_B32	Move from a relative source address. SGPR[D.addr].u32 = SGPR[S0.addr+M0[31:0]].u32 Example: The following instruction sequence will perform a move s5 <== s17: s_mov_b32 m0, 10 s_movrels_b32 s5, s7
47	S_MOVRELS_B64	Move from a relative source address.  The index in M0.u must be even for this operation. SGPR[D.addr].u64 = SGPR[S0.addr+M0[31:0]].u64
48	S_MOVRELD_B32	Move to a relative destination address. SGPR[D.addr+M0[31:0]].u32 = SGPR[S0.addr].u32 Example: The following instruction sequence will perform a move s15 <== s7: s_mov_b32 m0, 10 s_movreld_b32 s5, s7
49	S_MOVRELD_B64	Move to a relative destination address.  The index in M0.u must be even for this operation. SGPR[D.addr+M0[31:0]].u64 = SGPR[S0.addr].u64
52	S_ABS_I32	Integer absolute value. D.i = (S.i < 0 ? -S.i : S.i); SCC = (D.i != 0). Functional examples: S_ABS_I32(0x00000001) => 0x00000001 S_ABS_I32(0x7fffffff) => 0x7fffffff S_ABS_I32(0x80000000) => 0x80000000// Note this is negative! S_ABS_I32(0x80000001) => 0x7fffffff S_ABS_I32(0x80000002) => 0x7ffffffe S_ABS_I32(0xffffffff) => 0x00000001
55	S_ANDN1_SAVEEXEC_B64	Bitwise ANDN1 with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = ~S0.u64 & EXEC; SCC = (EXEC != 0).
56	S_ORN1_SAVEEXEC_B64	Bitwise ORN1 with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u64 = EXEC; EXEC = ~S0.u64 | EXEC; SCC = (EXEC != 0).
57	S_ANDN1_WREXEC_B64	Bitwise ANDN1 with EXEC mask.  Unlike the SAVEEXEC series of opcodes, the value written to destination SGPRs is the result of the bitwise-op result.  EXEC and the destination SGPRs will have the same value at the end of this instruction.  This instruction is intended to accelerate waterfalling. EXEC = ~S0.u64 & EXEC; D.u64 = EXEC; SCC = (EXEC != 0).
58	S_ANDN2_WREXEC_B64	Bitwise ANDN2 with EXEC mask.  Unlike the SAVEEXEC series of opcodes, the value written to destination SGPRs is the result of the bitwise-op result.  EXEC and the destination SGPRs will have the same value at the end of this instruction.  This instruction is intended to accelerate waterfalling. EXEC = S0.u64 & ~EXEC; D.u64 = EXEC; SCC = (EXEC != 0). In particular, the following sequence of waterfall code is optimized by using a WREXEC instead of two separate scalar ops: // V0 holds the index value per lane // save exec mask for restore at the end s_mov_b64 s2, exec // exec mask of remaining (unprocessed) threads s_mov_b64 s4, exec loop: // get the index value for the first active lane v_readfirstlane_b32  s0, v0 // find all other lanes with same index value v_cmpx_eq s0, v0 <OP>// do the operation using the current EXEC mask. S0 holds the index. // mask out thread that was just executed // s_andn2_b64  s4, s4, exec // s_mov_b64exec, s4 s_andn2_wrexec_b64 s4, s4// replaces above 2 ops // repeat until EXEC==0 s_cbranch_scc1  loop s_mov_b64exec, s2
59	S_BITREPLICATE_B64_B32	Replicate the low 32 bits of S0 by 'doubling' each bit. for i in 0 ... 31 do D.u64[i * 2 + 0] = S0.u32[i] D.u64[i * 2 + 1] = S0.u32[i] endfor. This opcode can be used to convert a quad mask into a pixel mask; given quad mask in s0, the following sequence will produce a pixel mask in s2: s_bitreplicate_b64 s2, s0 s_bitreplicate_b64 s2, s2 To perform the inverse operation see S_QUADMASK_B64.
60	S_AND_SAVEEXEC_B32	Bitwise AND with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u32 = EXEC_LO; EXEC_LO = S0.u32 & EXEC_LO; SCC = (EXEC_LO != 0).
61	S_OR_SAVEEXEC_B32	Bitwise OR with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u32 = EXEC_LO; EXEC_LO = S0.u32 | EXEC_LO; SCC = (EXEC_LO != 0).
62	S_XOR_SAVEEXEC_B32	Bitwise XOR with EXEC mask.  The original EXEC mask is saved to the destination SGPRs before the bitwise operation is performed. D.u32 = EXEC_LO; EXEC_LO = S0.u32 ^ EXEC_LO; SCC = (EXEC_LO != 0).
